IDR,GO_molfunc_terms,GO_cellcom_terms,n_GO_molfunc_terms,n_GO_cellcom_terms
Q96Q89_476_1451,ATP binding; microtubule binding; ATP hydrolysis activity; protein domain specific binding; identical protein binding; protein homodimerization activity; protein dimerization activity; other,spindle pole; nucleus; nucleoplasm; nucleolus; cytoplasm; centrosome; microtubule organizing center; spindle; cytosol; cytoskeleton; microtubule; microtubule cytoskeleton; axon; growth cone; midbody; protein-containing complex; cell projection; neuron projection; intracellular membrane-bounded organelle; perinuclear region of cytoplasm; mitotic spindle; other,8,22
Q96Q89_1_65,ATP binding; microtubule binding; ATP hydrolysis activity; protein domain specific binding; identical protein binding; protein homodimerization activity; protein dimerization activity; other,spindle pole; nucleus; nucleoplasm; nucleolus; cytoplasm; centrosome; microtubule organizing center; spindle; cytosol; cytoskeleton; microtubule; microtubule cytoskeleton; axon; growth cone; midbody; protein-containing complex; cell projection; neuron projection; intracellular membrane-bounded organelle; perinuclear region of cytoplasm; mitotic spindle; other,8,22
Q96Q89_217_266,ATP binding; microtubule binding; ATP hydrolysis activity; protein domain specific binding; identical protein binding; protein homodimerization activity; protein dimerization activity; other,spindle pole; nucleus; nucleoplasm; nucleolus; cytoplasm; centrosome; microtubule organizing center; spindle; cytosol; cytoskeleton; microtubule; microtubule cytoskeleton; axon; growth cone; midbody; protein-containing complex; cell projection; neuron projection; intracellular membrane-bounded organelle; perinuclear region of cytoplasm; mitotic spindle; other,8,22
Q96Q91_556_618,other,plasma membrane; membrane; basolateral plasma membrane; other,1,4
Q96Q91_169_221,other,plasma membrane; membrane; basolateral plasma membrane; other,1,4
Q96Q91_329_385,other,plasma membrane; membrane; basolateral plasma membrane; other,1,4
Q96Q91_928_983,other,plasma membrane; membrane; basolateral plasma membrane; other,1,4
Q96Q91_1_110,other,plasma membrane; membrane; basolateral plasma membrane; other,1,4
Q96QA5_62_95,phosphatidylinositol binding; other,cytoplasm; cytosol; plasma membrane; membrane; perinuclear region of cytoplasm,2,5
Q96QA5_225_260,phosphatidylinositol binding; other,cytoplasm; cytosol; plasma membrane; membrane; perinuclear region of cytoplasm,2,5
Q96QA5_166_195,phosphatidylinositol binding; other,cytoplasm; cytosol; plasma membrane; membrane; perinuclear region of cytoplasm,2,5
Q96QB1_1_451,GTPase activator activity; protein domain specific binding; other,nucleus; cytoplasm; cytosol; cytoskeleton; plasma membrane; focal adhesion; cell cortex; actin cytoskeleton; membrane; cell junction; cell projection; intracellular membrane-bounded organelle; membrane raft; anchoring junction,3,14
Q96QB1_508_1073,GTPase activator activity; protein domain specific binding; other,nucleus; cytoplasm; cytosol; cytoskeleton; plasma membrane; focal adhesion; cell cortex; actin cytoskeleton; membrane; cell junction; cell projection; intracellular membrane-bounded organelle; membrane raft; anchoring junction,3,14
Q96QC0_149_940,nucleic acid binding; DNA binding; RNA binding; enzyme binding; metal ion binding; other,chromatin; nucleus; nucleoplasm; chromosome; cytoplasm; nuclear body; protein-containing complex; intracellular membrane-bounded organelle,6,8
Q96QD5_1_42,,,0,0
Q96QD5_123_259,,,0,0
Q96QD8_245_283,other,cytoplasm; plasma membrane; membrane; axon; dendrite; sarcolemma; cell projection; neuron projection; neuronal cell body; other,1,10
Q96QD8_1_73,other,cytoplasm; plasma membrane; membrane; axon; dendrite; sarcolemma; cell projection; neuron projection; neuronal cell body; other,1,10
Q96QD9_1_318,nucleic acid binding; RNA binding; mRNA binding,nucleus; nucleoplasm; nuclear body; nuclear speck; intracellular membrane-bounded organelle,3,5
Q96QE2_605_648,enzyme binding; other,cytoplasm; plasma membrane; membrane; apical plasma membrane; axon; growth cone; cell projection; neuron projection; intracellular membrane-bounded organelle; other,2,10
Q96QE2_1_76,enzyme binding; other,cytoplasm; plasma membrane; membrane; apical plasma membrane; axon; growth cone; cell projection; neuron projection; intracellular membrane-bounded organelle; other,2,10
Q96QE3_1404_1844,nucleic acid binding; DNA binding; ATP binding; ATP hydrolysis activity; other,nucleus; chromosome; protein-containing complex; intracellular membrane-bounded organelle,5,4
Q96QE3_1_1057,nucleic acid binding; DNA binding; ATP binding; ATP hydrolysis activity; other,nucleus; chromosome; protein-containing complex; intracellular membrane-bounded organelle,5,4
Q96QE3_1089_1127,nucleic acid binding; DNA binding; ATP binding; ATP hydrolysis activity; other,nucleus; chromosome; protein-containing complex; intracellular membrane-bounded organelle,5,4
Q96QE3_1169_1304,nucleic acid binding; DNA binding; ATP binding; ATP hydrolysis activity; other,nucleus; chromosome; protein-containing complex; intracellular membrane-bounded organelle,5,4
Q96QE4_1_524,,,0,0
Q96QE4_772_947,,,0,0
Q96QE5_1_64,nucleic acid binding; RNA binding; other,cytoplasm; mitochondrion; mitochondrial matrix; protein-containing complex; intracellular membrane-bounded organelle; ribonucleoprotein complex,3,6
Q96QF0_1_162,guanyl-nucleotide exchange factor activity; enzyme binding; identical protein binding,nucleus; cytoplasm; Golgi apparatus; centrosome; microtubule organizing center; cytosol; cytoskeleton; cilium; microtubule cytoskeleton; lamellipodium; dendrite; cytoplasmic vesicle; ciliary basal body; cell projection; neuron projection; intracellular membrane-bounded organelle; perinuclear region of cytoplasm,3,17
Q96QF0_261_302,guanyl-nucleotide exchange factor activity; enzyme binding; identical protein binding,nucleus; cytoplasm; Golgi apparatus; centrosome; microtubule organizing center; cytosol; cytoskeleton; cilium; microtubule cytoskeleton; lamellipodium; dendrite; cytoplasmic vesicle; ciliary basal body; cell projection; neuron projection; intracellular membrane-bounded organelle; perinuclear region of cytoplasm,3,17
Q96QF7_1_488,other,nucleus; nucleoplasm; chromosome; nuclear body; PML body; intracellular membrane-bounded organelle,1,6
Q96QH2_1_563,enzyme binding; protein kinase binding; other,plasma membrane; membrane; protein-containing complex,3,3
Q96QI5_1_84,other,Golgi membrane; cytoplasm; Golgi apparatus; membrane; intracellular membrane-bounded organelle,1,5
Q96QK8_1_99,,cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; intracellular membrane-bounded organelle,0,5
Q96QP1_456_970,protein kinase activity; protein serine/threonine kinase activity; ATP binding; carbohydrate binding; protein serine kinase activity,spindle pole; cytoplasm; centrosome; microtubule organizing center; spindle; cytosol; cytoskeleton; cilium; microtubule cytoskeleton; cell projection,5,10
Q96QR1_1_104,signaling receptor binding,extracellular region; extracellular space; extracellular exosome,1,3
Q96QR8_1_35,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; RNA binding; mRNA binding; sequence-specific DNA binding; DNA-binding transcription factor binding; sequence-specific double-stranded DNA binding; other",nucleus; nucleoplasm; intracellular membrane-bounded organelle,13,3
Q96QR8_145_223,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; RNA binding; mRNA binding; sequence-specific DNA binding; DNA-binding transcription factor binding; sequence-specific double-stranded DNA binding; other",nucleus; nucleoplasm; intracellular membrane-bounded organelle,13,3
Q96QS1_227_320,,plasma membrane; cell surface; membrane; protein-containing complex; receptor complex,0,5
Q96QS3_1_326,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; chromatin binding; DNA-binding transcription factor activity; sequence-specific DNA binding; protein-containing complex binding; sequence-specific double-stranded DNA binding",chromatin; nucleus; chromosome; protein-containing complex; intracellular membrane-bounded organelle,12,5
Q96QS3_389_562,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; chromatin binding; DNA-binding transcription factor activity; sequence-specific DNA binding; protein-containing complex binding; sequence-specific double-stranded DNA binding",chromatin; nucleus; chromosome; protein-containing complex; intracellular membrane-bounded organelle,12,5
Q96QS6_339_385,protein kinase activity; protein serine/threonine kinase activity; ATP binding; protein serine kinase activity,,4,0
Q96QS6_1_44,protein kinase activity; protein serine/threonine kinase activity; ATP binding; protein serine kinase activity,,4,0
Q96QT4_1820_1865,actin binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; metal ion binding; protein serine kinase activity; other,plasma membrane; membrane; cell projection,7,3
Q96QT4_1248_1591,actin binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; metal ion binding; protein serine kinase activity; other,plasma membrane; membrane; cell projection,7,3
Q96QT4_780_846,actin binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; metal ion binding; protein serine kinase activity; other,plasma membrane; membrane; cell projection,7,3
Q96QT4_533_619,actin binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; metal ion binding; protein serine kinase activity; other,plasma membrane; membrane; cell projection,7,3
Q96QT4_1_85,actin binding; protein kinase activity; protein serine/threonine kinase activity; ATP binding; metal ion binding; protein serine kinase activity; other,plasma membrane; membrane; cell projection,7,3
Q96QT6_1_59,transcription coregulator activity; transcription corepressor activity; phosphatidylinositol binding; metal ion binding; other,chromatin; nucleus; nucleoplasm; transcription regulator complex; chromosome; protein-containing complex; intracellular membrane-bounded organelle,5,7
Q96QT6_105_269,transcription coregulator activity; transcription corepressor activity; phosphatidylinositol binding; metal ion binding; other,chromatin; nucleus; nucleoplasm; transcription regulator complex; chromosome; protein-containing complex; intracellular membrane-bounded organelle,5,7
Q96QT6_338_798,transcription coregulator activity; transcription corepressor activity; phosphatidylinositol binding; metal ion binding; other,chromatin; nucleus; nucleoplasm; transcription regulator complex; chromosome; protein-containing complex; intracellular membrane-bounded organelle,5,7
Q96QT6_885_1004,transcription coregulator activity; transcription corepressor activity; phosphatidylinositol binding; metal ion binding; other,chromatin; nucleus; nucleoplasm; transcription regulator complex; chromosome; protein-containing complex; intracellular membrane-bounded organelle,5,7
Q96QU1_1347_1955,calcium ion binding; metal ion binding,extracellular region; extracellular space; cilium; cell junction; cell projection; neuron projection; synapse,2,7
Q96QU1_1_52,calcium ion binding; metal ion binding,extracellular region; extracellular space; cilium; cell junction; cell projection; neuron projection; synapse,2,7
Q96QU4_237_278,,nucleus; intracellular membrane-bounded organelle,0,2
Q96QU4_1_168,,nucleus; intracellular membrane-bounded organelle,0,2
Q96QU6_1_66,identical protein binding; other,,2,0
